sample1	sample2	N_informative_sites	discordance	log_p	N_fit_iteration	N_generation	N_state_transition	seq_shared_best_traj	fract_sites_IBD
sid10	sid119	99	0.7879	-2.54322e+02	5	1.284	0	0.00000	0.00010
sid10	sid120	99	0.7879	-2.54396e+02	5	1.286	0	0.00000	0.00010
sid10	sid121	123	0.9431	-2.60845e+02	5	0.004	0	0.00000	0.00000
sid10	sid122	99	0.7879	-2.54449e+02	5	1.286	0	0.00000	0.00010
sid10	sid123	108	0.8148	-2.71422e+02	5	0.664	0	0.05559	0.08387
sid10	sid124	109	0.8899	-2.53870e+02	5	0.187	0	0.00000	0.00002
sid10	sid125	94	0.9255	-2.30213e+02	5	1.140	0	0.00000	0.00162
sid10	sid126	125	0.9360	-2.67877e+02	5	0.228	0	0.00000	0.00002
sid10	sid127	112	0.7857	-2.73887e+02	5	1.673	0	0.00000	0.02091
sid10	sid128	115	0.8957	-2.61679e+02	5	0.165	0	0.00000	0.00001
sid10	sid129	114	0.8860	-2.54360e+02	5	0.023	0	0.00000	0.00001
sid10	sid130	120	0.9333	-2.58576e+02	5	0.236	0	0.00000	0.00002
sid10	sid131	107	0.7944	-2.62397e+02	5	1.313	0	0.00000	0.01716
sid10	sid132	98	0.7551	-2.66647e+02	5	2.348	0	0.00000	0.00053
sid10	sid133	100	0.8100	-2.63718e+02	5	2.397	0	0.00000	0.02541
sid10	sid134	99	0.7273	-2.62820e+02	5	3.684	0	0.00000	0.09583
sid10	sid135	93	0.8710	-2.32669e+02	5	0.490	0	0.00000	0.00002
sid10	sid136	103	0.7087	-2.77830e+02	5	3.925	0	0.00000	0.10777
sid10	sid137	92	0.8696	-2.29917e+02	5	0.743	0	0.00000	0.00006
sid10	sid138	86	0.8488	-2.26313e+02	5	3.095	0	0.00000	0.01321
sid10	sid139	87	0.7931	-2.46203e+02	5	2.078	0	0.00000	0.00223
sid10	sid140	88	0.8409	-2.30682e+02	5	2.009	0	0.00000	0.00234
sid10	sid141	104	0.7596	-2.57835e+02	5	3.415	0	0.00000	0.00186
sid10	sid142	113	0.7788	-2.70826e+02	5	3.266	0	0.00000	0.00143
sid10	sid143	81	0.8889	-1.98603e+02	5	0.666	0	0.00000	0.00006
sid10	sid144	95	0.8947	-2.41160e+02	5	0.549	0	0.00000	0.00007
sid10	sid145	95	0.8737	-2.36359e+02	5	0.428	0	0.00000	0.00001
sid10	sid146	95	0.7263	-2.53416e+02	5	3.618	1	0.01541	0.05183
sid10	sid147	109	0.7523	-2.67860e+02	5	2.374	1	0.02727	0.07760
sid10	sid148	85	0.8471	-2.25939e+02	5	2.835	0	0.00000	0.01007
sid10	sid149	94	0.8936	-2.39897e+02	5	0.568	0	0.00000	0.00008
sid10	sid150	95	0.8105	-2.47559e+02	5	1.163	0	0.00000	0.02659
sid10	sid151	95	0.8842	-2.41736e+02	5	0.222	0	0.00000	0.00000
sid10	sid152	95	0.8737	-2.36359e+02	5	0.428	0	0.00000	0.00001
sid10	sid153	106	0.7736	-2.68506e+02	5	3.336	1	0.02727	0.08481
sid10	sid154	95	0.8632	-2.35719e+02	5	0.767	0	0.00000	0.00006
sid10	sid155	107	0.8037	-2.72892e+02	5	2.841	0	0.00000	0.00360
sid10	sid156	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid157	96	0.8958	-2.43931e+02	5	0.541	0	0.00000	0.00006
sid10	sid158	88	0.7500	-2.51214e+02	5	3.625	2	0.05550	0.15777
sid10	sid159	91	0.9011	-2.29998e+02	5	1.270	0	0.00000	0.00045
sid10	sid160	96	0.8958	-2.43931e+02	5	0.541	0	0.00000	0.00006
sid10	sid161	87	0.8506	-2.29720e+02	5	2.795	0	0.00000	0.00976
sid10	sid162	99	0.8687	-2.45905e+02	5	0.021	0	0.00000	0.00000
sid10	sid163	87	0.8506	-2.28756e+02	5	2.777	0	0.00000	0.00899
sid10	sid164	88	0.8409	-2.31972e+02	5	3.216	0	0.00000	0.01443
sid10	sid165	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid166	92	0.8478	-2.34910e+02	5	3.018	0	0.00000	0.01231
sid10	sid167	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid168	92	0.8478	-2.34910e+02	5	3.018	0	0.00000	0.01231
sid10	sid169	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid170	92	0.8804	-2.32140e+02	5	0.279	0	0.00000	0.00003
sid10	sid171	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid172	99	0.7980	-2.54610e+02	5	3.466	2	0.05550	0.12060
sid10	sid173	94	0.9149	-2.29148e+02	5	0.553	0	0.00000	0.00003
sid10	sid174	109	0.7982	-2.78063e+02	5	0.647	0	0.00000	0.00002
sid10	sid175	122	0.9344	-2.62892e+02	5	0.351	0	0.00000	0.00005
sid10	sid176	106	0.8491	-2.62707e+02	5	0.044	0	0.00000	0.00662
sid10	sid177	86	0.6744	-2.53584e+02	5	4.145	2	0.03905	0.18056
sid10	sid178	114	0.7895	-2.78104e+02	5	1.273	0	0.00000	0.00011
sid10	sid179	86	0.8488	-2.26743e+02	5	2.818	0	0.00000	0.00990
sid10	sid180	126	0.9365	-2.71433e+02	5	0.228	0	0.00000	0.00002
sid10	sid181	86	0.8488	-2.27211e+02	5	2.831	0	0.00000	0.01005
sid10	sid182	127	0.9370	-2.69201e+02	5	0.002	0	0.00000	0.00000
sid10	sid183	118	0.9322	-2.54465e+02	5	0.213	0	0.00000	0.00002
sid10	sid184	103	0.8155	-2.64348e+02	5	0.740	0	0.00000	0.00003
sid10	sid185	126	0.9365	-2.70274e+02	5	0.228	0	0.00000	0.00002
sid10	sid186	101	0.8614	-2.56650e+02	5	0.187	0	0.00000	0.00736
sid10	sid187	105	0.7429	-2.65740e+02	5	2.218	0	0.00000	0.00128
sid10	sid188	99	0.6970	-2.63060e+02	5	4.132	4	0.06662	0.17412
sid10	sid189	105	0.7333	-2.66257e+02	5	4.097	0	0.00000	0.05480
sid10	sid190	103	0.7087	-2.75135e+02	5	3.878	1	0.02189	0.06896
